uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
repos/datasets/tests/test_builder.py:BuilderTest:test_download_and_prepare_with_post_process,BuilderTest:test_download_and_prepare_with_post_process,method,25,175,71,3240,18.51,0,1,['self'],[None],[None],557,[],"['_post_process', 'char_tokenize', 'list', 'dataset.map', '_post_processing_resources', 'tempfile.TemporaryDirectory', 'DummyBuilder', 'PostProcessedInfo', 'features=Features', 'Value', 'types.MethodType', 'builder.download_and_prepare', 'self.assertTrue', 'self.assertDictEqual', 'Features', 'self.assertEqual', 'dataset.select', 'self.assertIsNone', 'dataset.load_faiss_index', 'dataset.add_faiss_index_from_external_arrays', 'dataset.save_faiss_index']",21
repos/datasets/tests/test_builder.py:BuilderTest:test_error_download_and_prepare,BuilderTest:test_error_download_and_prepare,method,9,22,22,379,17.23,0,0,['self'],[None],[None],646,[],"['_prepare_split', 'ValueError', 'tempfile.TemporaryDirectory', 'DummyBuilder', 'types.MethodType', 'self.assertRaises']",6
repos/datasets/tests/test_builder.py:BuilderTest:test_generator_based_download_and_prepare,BuilderTest:test_generator_based_download_and_prepare,method,15,60,40,1296,21.6,0,0,['self'],[None],[None],660,[],"['tempfile.TemporaryDirectory', 'DummyGeneratorBasedBuilder', 'builder.download_and_prepare', 'self.assertTrue', 'self.assertDictEqual', 'Features', 'Value', 'self.assertEqual', 'patch', 'mock_arrow_writer.assert_called_once', 'self.assertFalse', 'mock_arrow_writer.reset_mock']",12
repos/datasets/tests/test_builder.py:CustomBuilderConfig:__init__,CustomBuilderConfig:__init__,method,6,9,9,116,12.89,0,0,"['self', 'date', 'language', 'version', '**kwargs']","[None, None, None, None, None]","[None, 'None', 'None', '""2.0.0""', None]",1014,[],['super'],1
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilder:_generate_tables,DummyArrowBasedBuilder:_generate_tables,method,4,9,9,53,5.89,1,0,['self'],[None],[None],77,[],"['range', 'pa.table']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilder:_info,DummyArrowBasedBuilder:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilder:_split_generators,DummyArrowBasedBuilder:_split_generators,method,1,2,2,40,20.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],[],0
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilderWithAmbiguousShards:_generate_tables,DummyArrowBasedBuilderWithAmbiguousShards:_generate_tables,method,7,24,21,125,5.21,2,0,"['self', 'filepaths', 'dummy_kwarg_with_different_length']","[None, None, None]","[None, None, None]",213,[],"['range', 'pa.table']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilderWithAmbiguousShards:_info,DummyArrowBasedBuilderWithAmbiguousShards:_info,method,2,5,5,85,17.0,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilderWithAmbiguousShards:_split_generators,DummyArrowBasedBuilderWithAmbiguousShards:_split_generators,method,1,20,17,179,8.95,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],"['SplitGenerator', 'range']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilderWithShards:_generate_tables,DummyArrowBasedBuilderWithShards:_generate_tables,method,7,24,21,125,5.21,2,0,"['self', 'filepaths']","[None, None]","[None, None]",175,[],"['range', 'pa.table']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilderWithShards:_info,DummyArrowBasedBuilderWithShards:_info,method,2,5,5,85,17.0,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyArrowBasedBuilderWithShards:_split_generators,DummyArrowBasedBuilderWithShards:_split_generators,method,1,8,8,96,12.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],['range'],1
repos/datasets/tests/test_builder.py:DummyBeamBasedBuilder:_build_pcollection,DummyBeamBasedBuilder:_build_pcollection,method,9,25,23,186,7.44,1,0,"['self', 'pipeline']","[None, None]","[None, None]",89,[],"['_process', 'range', 'beam.Create', 'beam.FlatMap']",4
repos/datasets/tests/test_builder.py:DummyBeamBasedBuilder:_info,DummyBeamBasedBuilder:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyBeamBasedBuilder:_split_generators,DummyBeamBasedBuilder:_split_generators,method,1,2,2,40,20.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilder:_info,DummyBuilder:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyBuilder:_prepare_split,DummyBuilder:_prepare_split,method,10,18,17,335,18.61,0,0,"['self', 'split_generator', '**kwargs']","[None, None, None]","[None, None, None]",49,[],"['ArrowWriter', 'writer.write_batch', 'writer.finalize']",3
repos/datasets/tests/test_builder.py:DummyBuilder:_split_generators,DummyBuilder:_split_generators,method,1,2,2,40,20.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithBuilderConfigs:_generate_examples,DummyBuilderWithBuilderConfigs:_generate_examples,method,0,1,1,4,4.0,0,0,['self'],[None],[None],1009,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithBuilderConfigs:_info,DummyBuilderWithBuilderConfigs:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],1003,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyBuilderWithBuilderConfigs:_split_generators,DummyBuilderWithBuilderConfigs:_split_generators,method,0,1,1,4,4.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",1006,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithCustomBuilderConfigs:_generate_examples,DummyBuilderWithCustomBuilderConfigs:_generate_examples,method,0,1,1,4,4.0,0,0,['self'],[None],[None],1031,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithCustomBuilderConfigs:_info,DummyBuilderWithCustomBuilderConfigs:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],1025,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyBuilderWithCustomBuilderConfigs:_split_generators,DummyBuilderWithCustomBuilderConfigs:_split_generators,method,0,1,1,4,4.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",1028,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithDownload:__init__,DummyBuilderWithDownload:__init__,method,5,6,6,80,13.33,0,0,"['self', '*args', 'rel_path', 'abs_path', '**kwargs']","[None, None, None, None, None]","[None, None, 'None', 'None', None]",144,[],['super'],1
repos/datasets/tests/test_builder.py:DummyBuilderWithDownload:_split_generators,DummyBuilderWithDownload:_split_generators,method,4,26,17,284,10.92,0,2,"['self', 'dl_manager']","[None, None]","[None, None]",149,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithManualDownload:_split_generators,DummyBuilderWithManualDownload:_split_generators,method,3,10,10,154,15.4,0,1,"['self', 'dl_manager']","[None, None]","[None, None]",162,[],['FileNotFoundError'],1
repos/datasets/tests/test_builder.py:DummyBuilderWithManualDownload:manual_download_instructions,DummyBuilderWithManualDownload:manual_download_instructions,method,15,19,17,85,4.47,0,0,['self'],[None],[None],159,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithVersion:_generate_examples,DummyBuilderWithVersion:_generate_examples,method,0,1,1,4,4.0,0,0,['self'],[None],[None],996,[],[],0
repos/datasets/tests/test_builder.py:DummyBuilderWithVersion:_info,DummyBuilderWithVersion:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],990,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyBuilderWithVersion:_split_generators,DummyBuilderWithVersion:_split_generators,method,0,1,1,4,4.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",993,[],[],0
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilder:_generate_examples,DummyGeneratorBasedBuilder:_generate_examples,method,3,8,8,39,4.88,1,0,['self'],[None],[None],65,[],['range'],1
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilder:_info,DummyGeneratorBasedBuilder:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilder:_split_generators,DummyGeneratorBasedBuilder:_split_generators,method,1,2,2,40,20.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],[],0
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderConfig:__init__,DummyGeneratorBasedBuilderConfig:__init__,method,5,6,6,70,11.67,0,0,"['self', 'content', 'times', '*args', '**kwargs']","[None, None, None, None, None]","[None, '""foo""', '2', None, None]",112,[],['super'],1
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithAmbiguousShards:_generate_examples,DummyGeneratorBasedBuilderWithAmbiguousShards:_generate_examples,method,6,19,16,92,4.84,2,0,"['self', 'filepaths', 'dummy_kwarg_with_different_length']","[None, None, None]","[None, None, None]",236,[],['range'],1
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithAmbiguousShards:_info,DummyGeneratorBasedBuilderWithAmbiguousShards:_info,method,2,5,5,85,17.0,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithAmbiguousShards:_split_generators,DummyGeneratorBasedBuilderWithAmbiguousShards:_split_generators,method,1,20,17,179,8.95,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],"['SplitGenerator', 'range']",2
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithConfig:_generate_examples,DummyGeneratorBasedBuilderWithConfig:_generate_examples,method,3,9,9,71,7.89,1,0,['self'],[None],[None],127,[],['range'],1
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithConfig:_info,DummyGeneratorBasedBuilderWithConfig:_info,method,2,3,3,62,20.67,0,0,['self'],[None],[None],121,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithConfig:_split_generators,DummyGeneratorBasedBuilderWithConfig:_split_generators,method,1,2,2,40,20.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",124,[],[],0
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithIntegers:_generate_examples,DummyGeneratorBasedBuilderWithIntegers:_generate_examples,method,3,8,8,33,4.12,1,0,['self'],[None],[None],65,[],['range'],1
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithIntegers:_info,DummyGeneratorBasedBuilderWithIntegers:_info,method,2,3,3,58,19.33,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithIntegers:_split_generators,DummyGeneratorBasedBuilderWithIntegers:_split_generators,method,1,2,2,40,20.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],[],0
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithShards:_generate_examples,DummyGeneratorBasedBuilderWithShards:_generate_examples,method,6,19,16,92,4.84,2,0,"['self', 'filepaths']","[None, None]","[None, None]",190,[],['range'],1
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithShards:_info,DummyGeneratorBasedBuilderWithShards:_info,method,2,5,5,85,17.0,0,0,['self'],[None],[None],43,[],"['DatasetInfo', 'Value']",2
repos/datasets/tests/test_builder.py:DummyGeneratorBasedBuilderWithShards:_split_generators,DummyGeneratorBasedBuilderWithShards:_split_generators,method,1,8,8,96,12.0,0,0,"['self', 'dl_manager']","[None, None]","[None, None]",46,[],['range'],1
repos/datasets/tests/test_data_files.py:complex_data_dir,complex_data_dir,function,8,110,39,871,7.92,0,0,['tmp_path'],[None],[None],45,[],"['data_dir.mkdir', 'open', 'f.write', 'str']",4
repos/datasets/tests/test_data_files.py:dummy_fs,dummy_fs,function,4,12,9,183,15.25,0,0,[],[],[],355,[],['mock_fs'],1
repos/datasets/tests/test_data_files.py:hub_dataset_repo_path,hub_dataset_repo_path,function,6,14,14,173,12.36,1,1,"['tmpfs', 'complex_data_dir']","[None, None]","[None, None]",117,[],"['Path', 'path.is_file', 'tmpfs.open', 'f.write']",4
repos/datasets/tests/test_data_files.py:hub_dataset_repo_patterns_results,hub_dataset_repo_patterns_results,function,3,16,14,157,9.81,1,0,"['hub_dataset_repo_path', 'complex_data_dir', 'pattern_results']","[None, None, None]","[None, None, None]",126,[],['Path'],1
repos/datasets/tests/test_data_files.py:is_relative_to,is_relative_to,function,3,8,7,70,8.75,0,0,"['path', '*other']","[None, None]","[None, None]",79,[],['path.relative_to'],1
repos/datasets/tests/test_data_files.py:mock_fs,mock_fs,function,21,93,66,805,8.66,1,4,['file_paths'],[' List[str]'],[None],513,"['    """"""\n', '    Set up a mock filesystem for fsspec containing the provided files\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> DummyTestFS = mock_fs([""data/train.txt"", ""data.test.txt""])\n', '    >>> fs = DummyTestFS()\n', '    >>> assert fsspec.get_filesystem_class(""mock"").__name__ == ""DummyTestFS""\n', '    >>> assert type(fs).__name__ == ""DummyTestFS""\n', '    >>> print(fs.glob(""**""))\n', '    [""data"", ""data/train.txt"", ""data.test.txt""]\n', '    ```\n', '    """"""\n']","['range', 'DummyTestFS', 'ls', 'kwargs.pop', 'self._strip_protocol', 'self._ls_from_cache', 'self._parent', 'files.sort']",8
repos/datasets/tests/test_data_files.py:pattern_results,pattern_results,function,9,34,26,344,10.12,2,1,['complex_data_dir'],[None],[None],89,[],"['sorted', 'Path', 'fsspec.filesystem', 'any', 'is_relative_to']",5
repos/datasets/tests/test_data_files.py:test_DataFilesDict_from_patterns_in_dataset_repository,test_DataFilesDict_from_patterns_in_dataset_repository,function,6,22,20,363,16.5,0,0,"['hub_dataset_repo_path', 'hub_dataset_repo_patterns_results', 'pattern']","[None, None, None]","[None, None, None]",400,[],"['DataFilesDict.from_patterns', 'all', 'data_files.values', 'sorted', 'len']",5
repos/datasets/tests/test_data_files.py:test_DataFilesDict_from_patterns_in_dataset_repository_hashing,test_DataFilesDict_from_patterns_in_dataset_repository_hashing,function,8,29,18,566,19.52,0,0,['hub_dataset_repo_path'],[None],[None],444,[],"['DataFilesDict.from_patterns', 'Hasher.hash', 'DataFilesDict', 'patch']",4
repos/datasets/tests/test_data_files.py:test_DataFilesDict_from_patterns_in_dataset_repository_with_base_path,test_DataFilesDict_from_patterns_in_dataset_repository_with_base_path,function,8,21,21,259,12.33,0,1,"['hub_dataset_repo_path', 'pattern', 'size', 'base_path', 'split_name']","[None, None, None, None, None]","[None, None, None, None, None]",421,[],"['DataFilesDict.from_patterns', 'len', 'pytest.raises', 'resolve_pattern']",4
repos/datasets/tests/test_data_files.py:test_DataFilesDict_from_patterns_locally,test_DataFilesDict_from_patterns_locally,function,6,22,20,322,14.64,0,0,"['complex_data_dir', 'pattern_results', 'pattern']","[None, None, None]","[None, None, None]",434,[],"['DataFilesDict.from_patterns', 'all', 'data_files.values', 'sorted', 'len']",5
repos/datasets/tests/test_data_files.py:test_DataFilesDict_from_patterns_locally_or_remote_hashing,test_DataFilesDict_from_patterns_locally_or_remote_hashing,function,9,44,22,831,18.89,0,0,['text_file'],[None],[None],460,[],"['DataFilesDict.from_patterns', 'Hasher.hash', 'DataFilesDict', 'patch']",4
repos/datasets/tests/test_data_files.py:test_DataFilesList_from_patterns_in_dataset_repository_,test_DataFilesList_from_patterns_in_dataset_repository_,function,4,15,13,302,20.13,0,0,"['hub_dataset_repo_path', 'hub_dataset_repo_patterns_results', 'pattern']","[None, None, None]","[None, None, None]",370,[],"['DataFilesList.from_patterns', 'sorted', 'len']",3
repos/datasets/tests/test_data_files.py:test_DataFilesList_from_patterns_locally_with_extra_files,test_DataFilesList_from_patterns_locally_with_extra_files,function,2,11,10,202,18.36,0,0,"['complex_data_dir', 'text_file']","[None, None]","[None, None]",381,[],"['DataFilesList.from_patterns', 'text_file.as_posix', 'list', 'len']",4
repos/datasets/tests/test_data_files.py:test_DataFilesList_from_patterns_raises_FileNotFoundError,test_DataFilesList_from_patterns_raises_FileNotFoundError,function,3,4,4,114,28.5,0,0,['complex_data_dir'],[None],[None],387,[],"['pytest.raises', 'DataFilesList.from_patterns']",2
repos/datasets/tests/test_data_files.py:test_DataFilesPatternsDict,test_DataFilesPatternsDict,function,5,18,14,349,19.39,0,0,['text_file'],[None],[None],503,[],"['DataFilesPatternsDict', 'DataFilesPatternsList', 'data_files_patterns_dict.resolve', 'isinstance']",4
repos/datasets/tests/test_data_files.py:test_DataFilesPatternsList,test_DataFilesPatternsList,function,7,48,18,1076,22.42,0,0,['text_file'],[None],[None],482,[],"['DataFilesPatternsList', 'data_files_patterns.resolve', 'isinstance', 'pytest.raises']",4
repos/datasets/tests/test_data_files.py:test_fail_resolve_pattern_in_dataset_repository,test_fail_resolve_pattern_in_dataset_repository,function,3,4,4,88,22.0,0,0,['hub_dataset_repo_path'],[None],[None],312,[],"['pytest.raises', 'resolve_pattern']",2
repos/datasets/tests/test_data_files.py:test_fail_resolve_pattern_locally,test_fail_resolve_pattern_locally,function,3,4,4,85,21.25,0,0,['complex_data_dir'],[None],[None],256,[],"['pytest.raises', 'resolve_pattern']",2
repos/datasets/tests/test_data_files.py:test_get_data_files_patterns,test_get_data_files_patterns,function,24,106,62,994,9.38,7,2,"['base_path', 'data_file_per_split']","[None, None]","[None, None]",642,[],"['isinstance', 'data_file_per_split.items', 'sum', 'mock_fs', 'DummyTestFS', 'resolver', 'file_path[len', 'fs.glob', 'fs.isfile', '_get_data_files_patterns', 'list', 'patterns_per_split.items', 'fs._strip_protocol']",13
repos/datasets/tests/test_data_files.py:test_get_data_patterns_from_directory_with_the_word_data_twice,test_get_data_patterns_from_directory_with_the_word_data_twice,function,8,24,21,387,16.12,0,0,['tmp_path'],[None],[None],697,[],"['data_dir.mkdir', 'data_file.touch', 'get_data_patterns']",3
repos/datasets/tests/test_data_files.py:test_get_metadata_files_patterns,test_get_metadata_files_patterns,function,12,29,22,309,10.66,3,0,['metadata_files'],[None],[None],685,[],"['mock_fs', 'DummyTestFS', 'resolver', 'fs.glob', 'fs.isfile', '_get_metadata_files_patterns', 'sorted']",7
repos/datasets/tests/test_data_files.py:test_is_inside_unrequested_special_dir,test_is_inside_unrequested_special_dir,function,7,46,26,499,10.85,1,1,"['complex_data_dir', 'pattern_results']","[None, None]","[None, None]",136,[],"['pattern_results.items', 'str', '_is_inside_unrequested_special_dir', 'f']",4
repos/datasets/tests/test_data_files.py:test_is_unrequested_hidden_file_or_is_inside_unrequested_hidden_dir,test_is_unrequested_hidden_file_or_is_inside_unrequested_hidden_dir,function,8,66,27,760,11.52,1,1,"['complex_data_dir', 'pattern_results']","[None, None]","[None, None]",152,[],"['pattern_results.items', 'str', '_is_inside_unrequested_special_dir', 'f']",4
repos/datasets/tests/test_data_files.py:test_pattern_results_fixture,test_pattern_results_fixture,function,1,9,8,131,14.56,0,0,"['pattern_results', 'pattern']","[None, None]","[None, None]",173,[],"['len', 'all']",2
repos/datasets/tests/test_data_files.py:test_resolve_pattern_fs,test_resolve_pattern_fs,function,2,6,5,116,19.33,0,0,['dummy_fs'],[None],[None],364,[],['resolve_pattern'],1
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository,test_resolve_pattern_in_dataset_repository,function,4,16,15,243,15.19,0,0,"['hub_dataset_repo_path', 'pattern', 'hub_dataset_repo_patterns_results']","[None, None, None]","[None, None, None]",281,[],"['resolve_pattern', 'sorted', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_hidden_base_path,test_resolve_pattern_in_dataset_repository_hidden_base_path,function,3,7,7,129,18.43,0,0,['tmpfs'],[None],[None],324,[],"['tmpfs.touch', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_returns_hidden_dir_only_if_requested,test_resolve_pattern_in_dataset_repository_returns_hidden_dir_only_if_requested,function,4,16,11,352,22.0,0,0,['hub_dataset_repo_path'],[None],[None],330,[],"['pytest.raises', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_returns_hidden_file_only_if_requested,test_resolve_pattern_in_dataset_repository_returns_hidden_file_only_if_requested,function,4,10,9,187,18.7,0,0,['hub_dataset_repo_path'],[None],[None],317,[],"['pytest.raises', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_returns_special_dir_only_if_requested,test_resolve_pattern_in_dataset_repository_returns_special_dir_only_if_requested,function,4,16,11,352,22.0,0,0,['hub_dataset_repo_path'],[None],[None],339,[],"['pytest.raises', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_special_base_path,test_resolve_pattern_in_dataset_repository_special_base_path,function,3,7,7,137,19.57,0,0,['tmpfs'],[None],[None],348,[],"['tmpfs.touch', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_with_base_path,test_resolve_pattern_in_dataset_repository_with_base_path,function,7,20,19,228,11.4,0,1,"['hub_dataset_repo_path', 'pattern', 'size', 'base_path']","[None, None, None, None]","[None, None, None, None]",292,[],"['resolve_pattern', 'len', 'pytest.raises']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_in_dataset_repository_with_extensions,test_resolve_pattern_in_dataset_repository_with_extensions,function,5,18,15,284,15.78,0,1,"['hub_dataset_repo_path', 'pattern', 'size', 'extensions']","[None, None, None, None]","[None, None, None, None]",303,[],"['resolve_pattern', 'len', 'pytest.raises']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally,test_resolve_pattern_locally,function,4,16,15,202,12.62,0,0,"['complex_data_dir', 'pattern', 'pattern_results']","[None, None, None]","[None, None, None]",179,[],"['resolve_pattern', 'sorted', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_does_not_resolve_symbolic_links,test_resolve_pattern_locally_does_not_resolve_symbolic_links,function,3,14,13,277,19.79,0,0,"['tmp_path', 'complex_data_dir']","[None, None]","[None, None]",262,[],"['resolve_pattern', 'str', 'len', 'Path']",4
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_hidden_base_path,test_resolve_pattern_locally_hidden_base_path,function,5,13,13,194,14.92,0,0,['tmp_path'],[None],[None],212,[],"['hidden.mkdir', 'resolve_pattern', 'str', 'len']",4
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_returns_hidden_file_only_if_requested,test_resolve_pattern_locally_returns_hidden_file_only_if_requested,function,4,10,9,177,17.7,0,0,['complex_data_dir'],[None],[None],205,[],"['pytest.raises', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_returns_special_dir_only_if_requested,test_resolve_pattern_locally_returns_special_dir_only_if_requested,function,4,16,11,337,21.06,0,0,['complex_data_dir'],[None],[None],229,[],"['pytest.raises', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_sorted_files,test_resolve_pattern_locally_sorted_files,function,10,27,24,335,12.41,1,0,['tmp_path_factory'],[None],[None],269,[],"['str', 'open', 'resolve_pattern', 'sorted']",4
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_special_base_path,test_resolve_pattern_locally_special_base_path,function,5,13,13,205,15.77,0,0,['tmp_path'],[None],[None],238,[],"['special.mkdir', 'resolve_pattern', 'str', 'len']",4
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_with_absolute_path,test_resolve_pattern_locally_with_absolute_path,function,4,11,11,161,14.64,0,0,"['tmp_path', 'complex_data_dir']","[None, None]","[None, None]",193,[],"['resolve_pattern', 'str', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_with_dot_in_base_path,test_resolve_pattern_locally_with_dot_in_base_path,function,4,11,11,207,18.82,0,0,['complex_data_dir'],[None],[None],187,[],"['resolve_pattern', 'len']",2
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_with_double_dots,test_resolve_pattern_locally_with_double_dots,function,4,13,13,201,15.46,0,0,"['tmp_path', 'complex_data_dir']","[None, None]","[None, None]",199,[],"['resolve_pattern', 'str', 'len']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locally_with_extensions,test_resolve_pattern_locally_with_extensions,function,5,17,15,254,14.94,0,1,"['complex_data_dir', 'pattern', 'size', 'extensions']","[None, None, None, None]","[None, None, None, None]",247,[],"['resolve_pattern', 'len', 'pytest.raises']",3
repos/datasets/tests/test_data_files.py:test_resolve_pattern_locallyreturns_hidden_dir_only_if_requested,test_resolve_pattern_locallyreturns_hidden_dir_only_if_requested,function,4,16,11,337,21.06,0,0,['complex_data_dir'],[None],[None],220,[],"['pytest.raises', 'resolve_pattern', 'len']",3
repos/datasets/tests/test_data_files.py:TestDataFilesDict,TestDataFilesDict,class,5,18,18,232,12.89,0,0,[],[],[],392,[],[],0
repos/datasets/tests/test_data_files.py:TestDataFilesDict:test_key_order_after_copy,TestDataFilesDict:test_key_order_after_copy,method,4,16,16,196,12.25,0,0,['self'],[None],[None],393,[],"['DataFilesDict', 'copy.deepcopy', 'list']",3
repos/datasets/tests/test_dataset_dict.py:_check_csv_datasetdict,_check_csv_datasetdict,function,12,28,21,305,10.89,2,0,"['dataset_dict', 'expected_features', 'splits', '']","[None, None, None, None]","[None, None, '(""train""', None]",604,[],"['isinstance', 'expected_features.items']",2
repos/datasets/tests/test_dataset_dict.py:_check_json_datasetdict,_check_json_datasetdict,function,12,28,21,305,10.89,2,0,"['dataset_dict', 'expected_features', 'splits', '']","[None, None, None, None]","[None, None, '(""train""', None]",660,[],"['isinstance', 'expected_features.items']",2
repos/datasets/tests/test_dataset_dict.py:_check_parquet_datasetdict,_check_parquet_datasetdict,function,12,28,21,305,10.89,2,0,"['dataset_dict', 'expected_features', 'splits', '']","[None, None, None, None]","[None, None, '(""train""', None]",715,[],"['isinstance', 'expected_features.items']",2
repos/datasets/tests/test_dataset_dict.py:_check_text_datasetdict,_check_text_datasetdict,function,12,26,19,288,11.08,2,0,"['dataset_dict', 'expected_features', 'splits', '']","[None, None, None, None]","[None, None, '(""train""', None]",770,[],"['isinstance', 'expected_features.items']",2
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_csv_features,test_datasetdict_from_csv_features,function,9,40,35,421,10.53,0,0,"['features', 'csv_path', 'tmp_path']","[None, None, None]","[None, None, None]",634,[],"['features.copy', 'Features', 'Value', 'features.items', 'DatasetDict.from_csv', '_check_csv_datasetdict']",6
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_csv_keep_in_memory,test_datasetdict_from_csv_keep_in_memory,function,8,23,22,339,14.74,0,0,"['keep_in_memory', 'csv_path', 'tmp_path']","[None, None, None]","[None, None, None]",616,[],"['assert_arrow_memory_increases', 'assert_arrow_memory_doesnt_increase', 'DatasetDict.from_csv', '_check_csv_datasetdict']",4
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_csv_split,test_datasetdict_from_csv_split,function,10,36,31,377,10.47,0,1,"['split', 'csv_path', 'tmp_path']","[None, None, None]","[None, None, None]",647,[],"['DatasetDict.from_csv', '_check_csv_datasetdict', 'splits=list', 'all', 'path.keys']",5
